category,id,prompt_en,type,prompt_length,class
Portrait,208,"In a lively and realistic depiction, the image portrays four diverse men. The tallest among them, an engineer with short, tousled black hair, focuses intensely on studying a machine. Beside him stands a well-built physicist, with light brown curly hair, adorned with glasses. Nearby, a man of average height, sporting a ponytail and beard, slyly attempts to pickpocket the physicist. Finally, a tall Caucasian man wearing a baseball cap is seen holding a fishing rod. The scene captures the essence of real people in a tangible and authentic manner.",NP,long,
Portrait,209,"Capture a photograph of a young girl holding a crinkled white paper lunch bag filled with deliciously crispy golden fried chicken tenders, immersing herself in their enticing aroma. In the same image, a young girl is seated within her modern primary school classroom, absorbed in her homework task. Her thoughtful gaze drifts out the window, observing other children joyfully playing and laughing in the vibrant courtyard as they skip rope. Warm afternoon sunlight gently filters through the window, casting a welcoming glow across the scene. Aim for a realistic style where the details are vivid and evoke the sense of really being there.",NP,long,
Portrait,210,"Please create a photograph that embodies the photography style, capturing four women standing side by side, hand in hand, wearing delightful summer outfits that showcase their full bodies in neutral tones such as green, white, and beige. Integrate a subtle patch motif for added texture and depth. Their facial expressions should reflect determination and joy; pay particular attention to the nuances of their hairstyles. Emphasize the spirit of friendship among the women, ensuring the image exudes joy and warmth.",NP,long,
Portrait,211,"A genuine photograph portrays a realistically depicted elegant female model holding an iced Americano in a clear cup, its surface glistening with droplets. She wears a light purple long-sleeved ensemble and stands beside the front half of her grey mountain bike, poised for a ride in a picturesque mountainous landscape bathed in gentle light. Skillfully framed by professional photographers, the scene highlights her poised stance against the serene backdrop. Shot in noir, the image enhances the dramatic visual appeal and intricate details, capturing a moment of tranquil beauty in the natural world.",NP,long,
Portrait,212,"Stunning woman in misty sunlit field, delicate lace rose gold dress flowing in breeze, gazing over shoulder, hair adorned with sunflowers, sunlight highlighting her melancholy face, sorrowful expression, shimmering eyes, leaves swirling around her, overcast sky with lively atmosphere, intricate dress details, realistic style.","T, P",middle,
Portrait,213,"Robust female monk in vast desert landscape, ancient monk attire, septum piercing, athletic physique with scars, serene visage, martial arts expert, golden light on sprawling medieval desert city, lifelike portrayal.","T, P",short,
Portrait,214,"Creative middle-aged woman in cozy living room, surrounded by quirky quilt supplies, vibrant threads, short hair tied back, casual jeans and T-shirt, working on modern sewing machine, crafting lifelike plush toys, orange ginger cat dozing on fluffy cushion, realistic scene.","T, P",middle,
Portrait,215,"Five office workers on riverbank dock, silhouetted against orange sky and blue sea, Shanghai skyline at sunset, holding champagne glasses and beer cans, smiling brightly, holding hands, forming heart shapes, business attire, modern buildings, vibrant Shanghai life, lifelike style.","T, P",middle,
Portrait,216,"Young woman in wedding attire, ivory skirt, white block heel sandals, delicate train, snug-fitting garment creating stunning silhouette, white mesh top with beadwork and intricate maple leaf pattern, realistic portrayal.","T, P",short,
Portrait,217,"Young woman in vibrant purple outfit, leaping through tire in modern gym, gleaming red walls, pristine white floor, premium equipment, white and purple fluorescent lights creating reflections, individuals in orange attire frozen in mid-action, dynamic environment, vivid contrast, lifelike moment.","T, P",middle,
Portrait,218,"Girl with short hair, colorful face paint, white dress, glossy black shoes, standing by large swimming pool at luxurious home, towering mountains in background, two large horns with red feather, deep blue eyes, open mouth with white teeth, adults lounging, children playing ball, stunning landscape, real people.","T, P",middle,
Portrait,219,"Handsome plus-size man with beard, vivid pink t-shirt, pool party in backyard, shadows accentuating shirt's texture and design, contemporary style, modern men's clothing, lifelike realism.","T, P",short,
Portrait,220,"Create an image with striking realism: It's winter, with an outdoor scene where the ground is wet and slushy. A woman, wearing dirt-streaked, soaked striped pajamas, kneels with exhaustion, her face expressionless, her eyes vacant, and her head bowed low toward the earth. Nearby, a uniformed man stands, his shiny black boots just inches away. In the background, another man in military attire stands with a smirk, while behind them, aging warehouse buildings add to the backdrop. The atmosphere captures a mix of intense emotion and raw confrontation. Render the entire scene in silvertone for a powerful visual impact.",NP,long,
Portrait,221,"Please create a realistic photograph capturing a young girl with a slender build and delicate features, dressed in immaculate nursing attire, complete with a crisp nurse hat and a snug mask. Her keen, focused eyes express determination as she gently holds a syringe, ready to administer an injection to a patient. The setting is a clean, well-lit indoor environment that showcases the ward's layout and facilities, including spotless walls, orderly beds, and modern medical equipment. The scene conveys professionalism and warmth, highlighting the nurse's commitment to patient care in the ward.",NP,long,
Portrait,222,"In the grand ballroom, illuminated by the warm glow of chandeliers, an elegant woman dressed in a gold and black flapper dress dances gracefully with a Western gentleman in a tuxedo. Their movements captivate onlookers, as they glide stylishly and effortlessly across the polished floor, harmonizing Eastern and Western dance styles. The vibrant rhythms of a jazz band create the perfect backdrop for their performance, embodying unity and the transformative power of dance. The scene reflects the spirit of the Great Gatsby era, enchanting everyone present with its artistry. Please generate a photograph in a realistic style.",NP,long,
Portrait,223,"In a room filled with towering shelves of books, a captivating middle-aged woman immerses herself in her study, illuminated by the gentle glow of a lamp on the desk. This warm light casts soft, creamy shadows on the walls, enveloping the space in a soothing, welcoming atmosphere. Nearby, a black and white cat, with a stark white nose and front paws, lounges contentedly, eyes relaxed and half-closed. Through the window, curtains sway softly in the mild breeze, heralding the arrival of spring. The scene should be captured with realistic detail, evoking the authenticity and depth found in photography.",NP,long,
Portrait,224,"The image captures an authentic moment between real individuals, characterized by a modern man engaging in a handshake with another person, symbolizing trust and respect within a serene park setting. Their firm handshake and unyielding eye contact convey honesty and integrity, while their relaxed postures signify a commitment to keeping promises. This scene beautifully illustrates relationships built on a foundation of trust and ethical values. The park's lush greenery and peaceful ambiance underscore the purity of their interaction, highlighting the role of character in nurturing genuine connections.",NP,long,
Portrait,225,"Public security officers are confronted by local protesters, fueling tension. The bustling streets have transformed into a battlefield, as demonstrators wield banners, fervently voicing dissent against the officers clad in riot gear, complete with shields, batons, and tear gas canisters. The city's landscape, a harmonious blend of traditional structures intermingled with modern architecture, forms the backdrop for this intense standoff. This image powerfully captures the political strife and civil unrest between residents and foreign law enforcement. The photograph should be rendered in a highly realistic style, portraying genuine human emotions and a lifelike atmosphere.",NP,long,
Portrait,226,"Capture a vivid and lifelike portrait of a woman deeply engrossed in crafting a silver bracelet at her table. Her left hand gently balances a cigarette, while her right firmly grips a hammer, showcasing her meticulous focus. Her head is lowered, and her expression reveals a poignant narrative of pain intertwined with a touch of melancholy. In her late twenties, she sports dreadlocks with shaved sides, her skin radiating a soft, light yellow hue. Her gaze is deeply thoughtful, accentuating her strikingly beautiful face adorned with silver earrings and rings. The image portrays her profound expertise and serene demeanor, all crafted in a realistic style, celebrating the authenticity and presence of a real person.",NP,long,
Portrait,227,"The image showcases a genuine depiction of a model confidently navigating the bustling streets of London during the day. Her golden hair glistens in the sunlight as she strides past iconic landmarks like Big Ben and the red buses. Donning a short skirt paired with black high heels, she stands out sharply against the vibrant cityscape. The lively streets and surrounding pedestrians underscore the city's dynamic energy, while the daylight enhances the rich tones of her hair and the intricate details of her attire, capturing the authenticity and charm of London in a vivid and compelling manner.",NP,long,
Portrait,228,"Create an image depicting a real person in a cozy living room scene. A young woman lounges on a chic grey leather sofa, dressed in a warm cream sweater and matching pants. Her feet rest comfortably on a dark grey storage ottoman, the central piece of this serene setting. With a smartphone in hand, she exudes a sense of relaxation. A beige throw with tassels drapes casually over the sofa, adding to the room's inviting allure. Light hardwood floors, a small side table with a reading lamp, and a steaming mug further enhance the warmth. Soft natural light gently fills the space, evoking the tranquility of a peaceful afternoon indoors.",NP,long,
Portrait,229,"Capture a vibrant scene of performers in motion, each adorned with intricately carved wooden masks. These masks, with their deep and expressive features, are striking against the performers' colorful costumes in vivid yellows, greens, blues, reds, and whites. The scene unfolds at a traditional outdoor festival, set against a backdrop of snow-capped mountains and ancient architectural wonders, offering a rich cultural depth. Music fills the air as the audience enthusiastically cheers each movement. The dynamic interplay of bright, contrasting colors and varied textures brings the photograph to life, emphasizing the energy and fluidity of the performers.",NP,long,
Portrait,230,"A stylish young woman, dressed in vibrant, eye-catching clothing, passionately plays her guitar in the heart of Madrid. The city pulses with life through her music, creating a vivid atmosphere of rhythm and vitality that captures the attention of everyone passing by. The photograph beautifully captures her dynamic motion, seamlessly blending minimalism with artistic sensibility. Set against a sunlit day with a clear blue sky, her trendy style is highlighted exquisitely. With her back turned to the camera, she radiates an aura of coolness. Her bold attire reflects her fashion-forward artistic expression, emphasizing the realism of capturing a genuine person in the moment.",NP,long,
Portrait,231,"In a dense forest, sunlight filters through lush foliage, casting shadows on the earthy ground and creating an enthralling atmosphere of mystery. Camouflaged guerrilla fighters lie in wait among the towering trees, poised for a strategic ambush. As soldiers approach, the guerrillas mobilize with precision and stealth. Silently coordinating through hand signals, they launch gunfire and grenades. Smoke fills the air as chaos erupts, bullets splinter trees and leave marks on the soil. The guerrillas move with agility and skill, using the terrain to their advantage and disrupting the enemy's combat capabilities. This scene captures the bravery and resourcefulness intrinsic to guerrilla warfare, and the image needs to be created with a realistic photographic style.",NP,long,
Portrait,232,"The image depicts an elderly man, precariously balanced on a battered wooden chair, his posture hunched over in evident pain. His rain-streaked face is smeared with dirt, while his soaked, muddied clothing clings to his body, complemented by well-worn tai chi shoes. Around his neck hangs a large paper sign adorned with mock hanzi symbols. He is situated on a stage made of weathered wood, elevated five feet high and stretching ten feet across. Behind him, a massive crowd, dressed in 1920s attire, stretches into the distance, numbering over twenty thousand, all enduring the relentless rain. The overcast skies loom above, casting a steady drizzle over the scene. The image should capture the essence of real individuals in a lifelike style.",NP,long,
Portrait,233,"Create a photograph-like image with a realistic style depicting a silver-hued and rainbow-colored sticker. This artwork captures a blissful, middle-aged man with a balding head. His wide double-lidded eyes exude a sense of seeing beyond the ordinary, radiating a foolishly silly yet determined expression. He is dressed in a humorous interpretation of salaryman attire, mixing high fashion with amusement, as though redefining fashionable office wear. His confident pose suggests he transcends everyday matters, embodying a unique persona. The image features a diamond pattern background, adding to its stylized and vibrant presentation.",NP,long,
Portrait,234,"Please create a photograph capturing the contemporary atmosphere of an MBA classroom. The individuals in the scene display expressions ranging from boredom to mild annoyance, revealing their dissatisfaction with an outdated curriculum. Their shared sense of disillusionment underscores the gap between the anticipated stimulating education and the mundane reality unfolding before them. The bright, lifelike lighting and shadow work together to dramatize the stark contrast between the potential excitement of learning and the dull presentation. Set in the present day, this classroom scene resonates with viewers by portraying the common academic discontent with lifelike realism, free from any particular artistic style influence.",NP,long,
Portrait,235,"A woman stands alone in an ancient town, enveloped by fog in a narrow alley. Capture a photograph in a realistic style. She gazes upward with her face slightly tilted, as if searching for something beyond the lens. She is dressed in a traditional silk kimono in earthy tones, showing signs of wear and travel, with her hair neatly styled in an intricate bun adorned with a hairpin featuring a delicate cherry blossom design. Her face is painted entirely white, with vivid red accents around her eyes, lending a striking appearance. The dimly lit alley, softly illuminated by lanterns, casts shadows that whisper the rich history and mysticism of feudal Japan. Her expression and posture add an intense, dramatic quality to the scene, preserving its captivating essence.",NP,long,
Portrait,236,"A male director and a female film star make their way down a red carpet illuminated by dazzling lights, creating an atmosphere of excitement. The director holds a filmmaking camera and the film star's hand. Both are elegantly dressed—the director in a perfectly tailored tuxedo and the star in a stunning gown that sparkles under the lights. Their attire adds to the grandeur of the occasion, as paparazzi enthusiastically capture the moment from the sidelines. The red carpet leads them toward a gigantic camera lens, resembling an eye. Behind them, a lavish venue exudes the glamor of the film industry, featuring realistic lighting, shadows, and textures. The image should depict real people.",NP,long,
Portrait,237,"In a cozy log cabin with a modern twist, a youthful and elegant woman relaxes on a luxurious sofa, embodying both comfort and style. Her contemporary attire subtly enhances her allure, perfectly complementing the cabin's sophisticated interior. The living room, adorned in deep browns and warm tones, boasts a two-story ceiling and large windows that frame the serene, rain-drenched landscape outside. The central coffee table, surrounded by high-end seating, is situated near a welcoming fireplace, contributing to the inviting ambiance. The dynamic interaction between the woman and her surroundings radiates happiness, capturing a tranquil, realistic setting with real people.",NP,long,
Portrait,238,"In a beauty fashion shoot emphasizing realism, we aim to capture the essence of modern elegance through our sophisticated model, whose trendy geometric haircut frames her face. Set against a minimalist backdrop featuring a pristine white table, she is accompanied by a collection of concrete cylinders of varying sizes. This combination of sleek minimalism and rugged concrete presents a striking tableau, reminiscent of the brutalist architectural movement. The model's natural makeup, radiant glow, and defined black eyeliner accentuate her subtle allure. Her glossy skin lends an ethereal beauty, while long, manicured white nails evoke an air of refined grace. Through poised poses near the concrete structures, she embodies moments of quiet sophistication and contemporary flair.",NP,long,
Portrait,239,"A high-resolution photograph captures the genuine joy of a family soaking up a peaceful afternoon in their lush backyard. Foregrounded by a little girl whose laughter resonates as she joyfully swings on a standalone wooden swing, her bright summer dress injects a vivid splash of color into the scene. Nearby, a small inflatable pool with crystal-clear water offers a refreshing sanctuary on the grass. The parents, enjoying the moment from cushioned lounge chairs under a wide umbrella, smile lovingly as they watch their daughter play. The garden brims with life, adorned with vibrant potted plants and colorful flowers. In the background, their modern home, characterized by large windows and sleek design, overlooks this idyllic setting. Sunlight filters through nearby trees, creating intricate patterns on the lawn and completing the portrait of this serene backyard retreat.",NP,long,
Portrait,240,"Capture a picturesque scene of a charming farm stand nestled in a quaint countryside, framed by lush fields and rolling hills. The air, rich with the scent of blooming flowers and freshly tilled earth, creates an immersive sensory experience. Crafted from simple wood, the stand is adorned with colorful banners that dance in the gentle breeze. Displayed on rustic wooden crates are rows of vibrant vegetables and fruits, a vivid testament to the land's bounty: crisp lettuce, juicy tomatoes, and aromatic herbs that beckon the senses. Overflowing baskets of peaches, plums, and oranges contribute to a lively tapestry of hues. An elderly farmer, marked by the years of dedicated toil, tends lovingly to the stand. Clad in traditional attire, he greets customers with warmth and offers samples generously. The air buzzes with cheerful chatter and laughter as locals and visitors alike gather in delight. In the backdrop, a serene river winds through the landscape, mirroring the sky, while distant mountains complete the idyllic vista, all captured in a realistic photographic style.",NP,long,
Portrait,241,"In a serene countryside setting, a charming cottage with a bright yellow exterior nestles amid vibrant greenery and lush rose bushes, evoking a sense of warmth. The house boasts a traditional style, featuring white trim around the windows and a quaint shingled roof. A brick pathway, sprinkled with soft yellow rose petals, winds to the front door, enhancing the whimsical ambiance. Gentle sunlight filters through towering trees, creating a tranquil atmosphere until the calm is disrupted by a severe thunderstorm rolling in, darkening the sky. A drenched, determined middle-aged businessman races through the garden in a soaked suit, his face focused and intent. Lightning flashes, illuminating his features while raindrops pour down, intensifying the drama. Nearby, an enchanting child is adorned in a futuristic Native headdress with LED lights, sequins, and shimmering feathers. The photograph should reflect a realistic style, capturing the vivid emotions and essence of the scene.",NP,long,
Portrait,242,"An oil painting illustrates a 20th-century American scene, portraying a spirited young man driving a car along a picturesque street, based on real individuals. Clad in traditional 1900s attire, complete with a finely tailored suit and hat, his demeanor exudes determination as he skillfully navigates the bustling thoroughfare, lined with vibrant market stalls and busy pedestrians. His focused expression reflects his dedication to the task. The car, embellished with intricate floral and geometric patterns, glides effortlessly over the cobblestone pavement, a testament to his prowess. Beside him in the passenger seat sits a distinguished gentleman, holding a silver-handled cane, comfortably enjoying the vibrant journey. Warm sunlight casts gentle shadows, highlighting the charming architecture of vintage storefronts and age-old stone buildings with sloping roofs and ornate wooden facades, enriching the scene's timeless allure. In the distance, blooming gardenias add vibrant color and decoration to the vista. This richly detailed image captures the peaceful ambiance of the era, reflecting the harmonious beauty of the moment and showcasing the young man's dignified commitment amid his splendid surroundings.",NP,long,
Portrait,243,"The vibrant weekend creative market by the riverside in Guangzhou is a lively spectacle, bustling with stalls offering distinctive design products. Visitors eagerly explore handmade jewelry adorned with shimmering gemstones or wooden sculptures carved into intricate patterns. While some admire skillfully crafted accessories, others imagine sleek lines of modern furniture enhancing their home decor. Laughter and friendly conversations blend with the soft notes of traditional music, complemented by the enticing aromas of freshly brewed tea and street food delights like spicy noodles or steaming dumplings. Photographers capture these vivid moments, focusing on shoppers' expressions of wonder and curiosity or the intricate craftsmanship of the displayed creations. The tranquil riverside setting contrasts beautifully with the market's dynamic energy, capturing the essence of real people in a realistic depiction.",NP,long,
General_Object,000,"Imagine a charming and magical boho bedroom for a toddler girl. The room features a cozy, low bed with a frame made of natural wood branches, creating the illusion of sleeping in a forest den. The bedding is soft and inviting, adorned with patterns of woodland creatures such as foxes, deer, and owls, set against green and earthy tones. The walls are painted in a soothing moss green, enhancing the forest-like atmosphere. One wall boasts a large mural of an enchanted forest with whimsical creatures peeking from behind trees and bushes. Above the bed, a canopy of greenery and small fairy lights hangs, simulating the lush canopy of a forest and offering a magical light source. A dedicated play area includes a teepee tent made from natural fabrics with leaf and vine patterns. Inside, a plush mat and forest animal toys make it a cozy retreat. A small wooden bookshelf, resembling tree trunks, contains books about nature and fairy tales. A textured rug with patterns of leaves and acorns covers the floor, adding warmth for play.",NP,long,
General_Object,001,"The entire body of the dolphin is meticulously crafted to resemble an entity with bark-like texture and rich brown hues. The colors create an earthy palette, and a symbol representing its unique identity is subtly incorporated, ensuring this transformation is clear. Even in ultra-high-definition resolution, every detail of this is captured with precision. The blend of unique features and textures with the dolphin's sleek form creates a visual experience that is intricate and captivating. As this dolphin glides through the high seas, it creates a landscape that is breathtaking and magical. The vast expanse of the ocean serves as a dramatic backdrop, with the sun casting golden rays on the water's surface and the horizon stretching endlessly. It moves with a blend of grace, its movements highlighting aquatic agility and gentle nature. Each dive, breach, and splash is a choreographed display of marine charm and cosmic wonder, set against the ever-changing canvas of the ocean. More than just a visual spectacle, the dolphin symbolizes friendship, loyalty, and innocence. It embodies unwavering loyalty and celebrates the freedom and beauty of the aquatic realm.",NP,long,
General_Object,002,"An L-shaped house in Africa showcases a blend of terra cotta bricks and terracotta mucharabieh accents. The wooden roof, separate from the living room, exhibits a mixture of African and Asian architectural influences, supported by three wooden columns. This design facilitates a double-height ceiling in the living room. Large glass facades open the living space to a pool, situated to the left of the house. Surrounded by lush tropical vegetation, the house is set against an African-inspired triangle patterned floor in beige and white near the pool area. Wooden sunshades and an awning shield the living room from the sun, reflecting an adaptation to the African climate while conveying a sense of luxury with distinctive African elements. Other rooms are situated at a lower elevation than the expansive living room, which is centrally positioned in the L's longest section, harmonizing the design with its environment. The house's exterior displays a unique patterned facade.",NP,long,
General_Object,003,"A magical journey unfolds in a cosmic landscape, where a luminous little star embarks on an adventure. Radiating a gentle glow and surrounded by a tapestry of twinkling stars, the scene focuses on warm, golden tones to highlight the celestial body's curious and lively nature. The scene includes a small, distinct scarf and a backpack, elements that harken to explorations and whimsical travels. Washes of light hues from distant nebulae create an ethereal, mesmerizing quality, casting vibrant shades across the star's surface. The soft-focus background enhances the mystical feel of the universe, weaving a narrative of awe and discovery. Positioned as if ready to leap into the unknown, the celestial traveler contemplates its journey ahead against a canvas of fading light, suggesting steadfast resolve amidst challenges. Ethereal materials reflect ambient light, delivering an almost tangible sense of warmth and adventure. The entire image captivates with depth, light play, and dynamic composition, inviting viewers to ponder the mysteries of space and journeys beyond the horizon.",NP,long,
General_Object,004,"The image portrays a vibrant celebration of Eid Mubarak, symbolized by a luminous crescent moon at its center, shining brightly against the night sky to mark the start of the Islamic month of Eid. The moon's graceful curvature exudes a peaceful and spiritual ambiance, while the surrounding elements reflect modernity. Technology and mobile phones, adorned with green and blue accents, dominate the scene, emphasizing the blending of tradition with innovation. These devices display bold greeting words, highlighting the role of technology in connecting loved ones and sharing joy during festivities. The harmonious green and blue palette evokes tranquility and renewal, reminiscent of nature and the sky. The composition underscores the integration of digital tools into Eid celebrations, showcasing how people come together, bridging physical distances through virtual connections. It represents unity and the balance between tradition and the interconnectedness of modern life, celebrating the festive spirit in contemporary times.",NP,long,
General_Object,005,"The rugged coastline of Ireland reveals the majestic beauty of the Atlantic Ocean meeting its untamed landscape. As the morning fog lifts and the sun breaks through, a scene of coastal splendor unfolds with towering cliffs plunging into the sea. These cliffs, shaped by wind and waves over centuries, are adorned with rock formations and lush greenery. Below, azure waters of the Atlantic Ocean extend to the horizon, their waves gently crashing against the rocky shoreline in a rhythmic lull. A salty sea breeze merges with the earthy scent of moss-covered rocks and wildflowers. Among the cliffs, a quaint fishing village emerges, with colorful cottages and boats adding contrast to the rugged scene, while a lone lighthouse gleams in the sunlight on a rocky promontory.",NP,long,
General_Object,006,"Imagine illustrating Leicester Square as it appeared before urbanization, in its wild, natural state, characterized by cooler and more varied conditions. This landscape supported dense forests, filled with towering oak, elm, ash, and hazel trees, which opened into clearings and meadows rich in understorey shrubs, ferns, and herbaceous plants. Explore the wetlands along the River Thames, lush with willows, reeds, and sedges, showcasing an array of fauna: the European brown bear, wolves, Eurasian lynx, common deer, and wild boar, alongside the beaver renowned for its ecological impact. A sky filled with birds such as the white-tailed eagle, rivers alive with salmon and trout, and a variety of amphibians and reptiles, highlighting Leicester Square's past ecosystem.",NP,long,
General_Object,007,"Pink lights illuminate a sleek motorcycle under smooth lighting. The scene is captured with incredible detail, emphasizing the intricate design and vivid colors of the bike. The setting is street-inspired, presenting a modern urban environment. The motorcycle glimmers with a dark white and light azure color scheme. Photorealistic elements bring forward an epic composition, revealing the high level of precision involved in the photography. Ray tracing reflections add depth and dynamic contrast, showcasing meticulous attention to shadows and highlights. Advanced techniques such as global illumination and volumetric lighting enhance the scene's realism, while chromatic aberration and diffraction gradation contribute subtle touches of artistic flair. The motorcycle and its immediate surroundings exhibit a rich interplay of light, focus, and texture, making it appear strikingly real.",NP,long,
General_Object,008,"Light wood lower cabinets and crisp white upper cabinets with countertops create a modern aesthetic in this New York apartment kitchen. A glass door cabinet adds a contemporary touch to the design. Stainless steel appliances, including a refrigerator, oven, and dishwasher, complement the wood and white theme. A sleek stovetop and sink are set into the white countertop, forming the functional heart of the space. A dining table with a light wood top, matching the cabinets, is surrounded by four chic chairs, replacing an island and providing a homely, comfortable area for dining and conversation. Natural light streams in through a left window, framing a lively cityscape view, while a floor-to-ceiling window on the right wall enhances openness. A modern pendant light over the table casts a warm glow, enhancing the welcoming ambiance of this minimalist kitchen.",NP,long,
General_Object,009,"Imagine a fantastical scene within a lofty atrium, surrounded by six levels of mezzanine, where countless ribbons cascade from above, connecting to a central tree. Picture the colors of white, gold, and silver illuminating the area. These radiant ribbons shimmer in hues of white, gold, and silver, tracing paths of light through the air. Fluttering gently, they envelop the entire space, creating an enchanting ambiance. At the heart of the atrium stands a magnificent Christmas tree adorned in shades of white, gold, and silver, with LED lights twinkling amidst the ribbons, casting magical glow. Visitors on various floors enjoy unique views of ribbons and shimmering trees, making the experience truly awe-inspiring and memorable.",NP,long,
General_Object,010,"Create a compelling image portraying the beauty and tragedy of Budapest after catastrophic climate change. The Danube River, now altered, encroaches upon the city. Landmarks like the Parliament Building and the Chain Bridge are partially submerged, their reflections distorted in rising waters, symbolizing a civilization on the brink of collapse. Budapest's beauty is contrasted with its vulnerability, its architecture clashing with encroaching desolation. The skies cast a surreal light on deserted streets, as nature reclaims spaces once full of life. This photograph balances the catastrophic impact of climate change with the dignified beauty of Budapest in ruin, serving as a testament to the fragility of our world and the need for urgent action.",NP,long,
General_Object,011,"Envision a charming small deck that epitomizes cozy and inviting design. Adorned with a compact bistro set—featuring a stylish round table and two chairs—it is perfect for intimate gatherings or quiet mornings with coffee. The furniture is chosen to maximize space without sacrificing style, with sleek lines and a neutral palette blending naturally with the surroundings. Enhanced by a variety of potted plants, from lush greenery to colorful flowers, it brings vibrancy and nature to the setting. Soft, ambient lighting gently illuminates the area, creating a warm atmosphere as evening arrives, transforming this deck into an ideal outdoor retreat for relaxation at home.",NP,long,
General_Object,012,"The bed features a modern, minimalist design with a clean look and low profile. Its headboard is subtly curved and remains within the bed's width without wrapping around the sides, maintaining moderate height for functionality and comfort. Upholstered entirely in textured neutral fabric like light grey or beige, the frame includes headboard, side rails, and footboard without tufting or embellishments. The mattress fits snugly with no visible gap between it and the frame. Short, dark-colored legs subtly contrast with the light upholstery. Bedding consists of neatly arranged white fitted sheets, flat sheets, and pillows. A simple, light-colored wall serves as the neutral background, ensuring the bed remains the image's focal point.",NP,long,
General_Object,013,"A handcrafted pottery bowl, thoughtfully made with unique imperfections, showcases a textured, matte finish that exudes a rustic feel. At the center, a lavender flower blooms in shades of lavender, violet, and soft pink. Its detailed stamens and soft fragrance add to the captivating sensory experience. Next to the flower, a silver earring rests on the bowl's rim, featuring a miniature lavender blossom made of sterling silver and adorned with amethyst gemstones. These elements, combined with the bowl's crafted nature, create a visually striking scene. The interplay of light and shadow enhances the textures and colors, forming a harmonious composition.",NP,long,
General_Object,014,"Discover the exquisite black silk dress with earthy tones, capturing the essence of nature's beauty and elegance. Create a serene atmosphere by placing the dress against a backdrop featuring soft earthy hues or muted botanical prints. Utilize gentle lighting to highlight the silk's luxurious texture and subtle interplay of shadows. Enhance the natural aesthetic with minimalist decor, such as dried foliage, rustic wood, or stone elements. Highlight the dress's flowing silhouette and intricate details, emphasizing its grace and timeless charm. Every element of the scene reflects the harmonious blend of style and natural beauty, resulting in a captivating visual narrative, outfit photo shoot.",NP,long,
General_Object,015,"Transform your bedroom into a lively green paradise with the Urban Jungle dresser decor theme. Introduce an abundance of tropical plants like cascading pothos and majestic palms to infuse your space with freshness and vitality. Combine the lush foliage with botanical prints and earthy textures to craft a harmonious jungle-inspired aesthetic. The vivid greens and organic motifs provide an escape to a lush oasis within your Boho retreat. This dresser decor establishes a sanctuary of natural beauty that revitalizes the senses and rejuvenates the soul, embodying a true urban jungle feel in your bedroom.",NP,long,
General_Object,016,"A vintage vase holds a slightly off-center arrangement of lisianthus flowers, their petals showcasing delicate hues of white, pink, and purple. They rest on a weathered wooden table with petals scattered around. Behind them lies a cozy room with old bookshelves, a small antique clock, and an ornate mirror—all softly illuminated by natural light streaming through a nearby window. The composition emphasizes both the vibrant florals and the detailed, nostalgic elements of the room, creating a warm, inviting scene that plays with focus and texture.",NP,long,
General_Object,017,"Create a highly detailed image of a freshly lit cigar, a delicate smoke trail rising from its ember-lit end, positioned on a handcrafted wooden ashtray. The ashtray showcases intricate designs, exemplifying craftsmanship, and rests on a dark polished surface reflecting soft light. Adjacent to the ashtray, place a glass filled with amber-colored liquor like whiskey or brandy, emanating a rich golden glow, capturing a relaxed and sophisticated atmosphere. Warm lighting highlights the textures of the wood, smooth glass, and cigar, evoking luxury and tranquility with meticulous detail.",NP,long,
General_Object,018,"Generate the ultimate lush green scene featuring a vividly detailed image of a green hummingbird inside a photo studio, standing on a square plinth. The entire scene is unified by a rich, uniform shade of green, encompassing the bird, plinth, and background. The studio lighting is flat, enhancing the hyperrealistic quality that captures meticulous detail, making the image indistinguishable from a real-life photograph. The focus on the bird is razor-sharp, thanks to the 85mm portrait lens and large depth of field, while the background maintains a gentle blur. The hummingbird is entirely green, and its essence is beautifully illuminated.",NP,long,
General_Object,019,"A serene landing page features a color palette dominated by gentle shades of purple and pink. At the center, a delicate arrangement of elements represents the work of a UGC professional for a metaphysical supply store, offering candles, sage, clothing, crystals, jewelry, tarot cards, and related items and gifts. These elements are harmoniously arranged, expressing creativity and skill. Beneath the focal image, concise, inviting text guides visitors on a spiritual journey, inspiring exploration with words that spark curiosity. Navigation buttons and contact information are unobtrusive yet easily found, enhancing the soft, welcoming aesthetic. The entire presentation conveys professionalism and tranquility, inviting visitors to delve into the creative world of UGC.",NP,long,
General_Object,020,"As the sun sets over the Tibetan Plateau, the sky transforms with hues of orange, pink, and gold, casting a warm glow on the landscape. Herds of yaks graze peacefully on lush grasslands, their dark coats contrasting with the earth. Scattered across the plains are Mongolian yurts, their white canvas catching the last light, with smoke rising gently from the chimneys. The grassland extends endlessly under the fading light, with distant mountains silhouetted against the sky, reflecting a serene connection to nature and the nomadic herders' enduring culture.",NP,long,
General_Object,021,"A chic, modern-styled dog bed shaped like a compact cabin is nestled in the corner of a stylish contemporary living room. The smartly decorated room features high-end furnishings and a color palette of black, white, and gray. A striking piece of modern art adorns one wall, while expansive windows flood the space with natural light, illuminating sleek metal and glass furniture throughout. The setting is elegant and refined, presenting a harmonious balance between opulence and comfort in this fashionable, cozy interior.",NP,long,
